name,alt_name,ref_names,ra,ra_error,ref_ra,dec,dec_error,ref_dec,pm_ra,pm_ra_error,ref_pm_ra,pm_dec,pm_dec_error,ref_pm_dec,parallax,parallax_error,ref_parallax,position_epoch,lii,bii,period,period_error,ref_period,period_dot,period_dot_error,ref_period_dot,nu,nu_error,ref_nu,nu_dot,nu_dot_error,ref_nu_dot,nu_dot_2,nu_dot_2_error,ref_nu_dot_2,nu_dot_3,nu_dot_3_error,ref_nu_dot_3,period_epoch,dm,dm_error,ref_dm,dm_dot,dm_dot_error,ref_dm_dot,rm,rm_error,ref_rm,pulse_width_50,ref_pulse_width_50,pulse_width_10,ref_pulse_width_10,tau_scattering,ref_tau_scattering,flux_400_mhz,flux_400_mhz_error,ref_flux_400_mhz,flux_1400_mhz,flux_1400_mhz_error,ref_flux_1400_mhz,flux_2000_mhz,flux_2000_mhz_error,ref_flux_2000_mhz,flux_600_mhz,flux_600_mhz_error,ref_flux_600_mhz,flux_700_mhz,flux_700_mhz_error,ref_flux_700_mhz,flux_800_mhz,flux_800_mhz_error,ref_flux_800_mhz,flux_900_mhz,flux_900_mhz_error,ref_flux_900_mhz,flux_1600_mhz,flux_1600_mhz_error,ref_flux_1600_mhz,flux_3000_mhz,flux_3000_mhz_error,ref_flux_3000_mhz,spect_index,spect_index_error,ref_spect_index,binary_model,t0,t0_error,ref_t0,period_bin,period_bin_error,ref_period_bin,a1,a1_error,ref_a1,omega,omega_error,ref_omega,eccentricity,eccentricity_error,ref_eccentricity,epoch_asc,epoch_asc_error,ref_epoch_asc,epsilon_1,epsilon_1_error,ref_epsilon_1,epsilon_2,epsilon_2_error,ref_epsilon_2,min_mass,median_mass,companion_type,ref_companion_type,mass_ratio,mass_ratio_error,ref_mass_ratio,omega_asc,omega_asc_error,ref_omega_asc,distance,dm_distance_limit,dm_distance,dm_sin_bii,z_distance,x_distance,y_distance,assoc_object,discovery_survey,discovery_date,pulsar_type,ref_pulsar_type,number_glitches,luminosity_400_mhz,luminosity_1400_mhz,age,b_surf,e_dot,e_dot_d2,pm_tot,pm_tot_error,transverse_velocity,corr_period_dot,corr_age,corr_b_surf,b_lc,class
PSR J1915-11,,kkl+15,288.75,0.5,kkl+15,-11.5,0.6,kkl+15,,,,,,,,,,56657,25.24424709,-10.39379107,2.1770,0.0002,kkl+15,,,,0.45935,5e-05,kkl+15,,,,,,,,,,56657,91.06,0.08,kkl+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.495,,5.495,-16.43,-0.991,2.305,3.611,,gbt350,2015,R,,,,,,,,,,0,,,,,,1800
PSR J1639-1126,,msk+24,249.9829625,4.1e-05,msk+24,-11.43636111,0.0002,msk+24,,,,,,,,,,59604,5.9513294,22.52635541,1.43069453345,3e-11,msk+24,2.422e-15,3e-18,msk+24,0.698961222411,1.1e-11,msk+24,-1.1834e-15,1.1e-18,msk+24,,,,,,,59604,103.8,0.1,msk+24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.275,,6.275,39.77,2.404,0.601,2.735,,gbncc,2024,R,,,,,9360000,1880000000000,3.3e+31,8.3e+29,,0,,,,,6.03,1800
PSR J1823-1126,,hfs+04,275.83275,0.00042,hfs+04,-11.43444444,0.0014,hfs+04,,,,,,,,,,52331,19.56758283,0.93489152,1.8465342015,3e-10,hfs+04,3.652e-14,1.1e-16,hfs+04,0.54155509235,6e-11,hfs+04,-1.071e-14,3e-17,hfs+04,,,,,,,52331.00001,607,3,hfs+04,,,,,,,23,hfs+04,44,hfs+04,,,,,,0.51,0.06,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.272,,9.272,9.9,0.151,3.105,-0.235,,"pksmb,htru_pks",2004,R,,,,43.84,801000,8310000000000,2.3e+32,2.7e+30,,0,,,,,12.4,1800
PSR J1840-1122,,hfs+04,280.100275,7.9e-05,hfs+04,-11.36963889,0.00044,hfs+04,,,,,,,,,,52287,21.55886558,-2.74492375,0.94096161661,4e-11,hfs+04,6.409e-15,6e-18,hfs+04,1.06274260538,4e-11,hfs+04,-7.238e-15,6e-18,hfs+04,,,,,,,52287,311,3,hfs+04,,,,,,,10,pkj+21,,,,,,,,0.13,0.02,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.981,,9.981,-14.89,-0.478,3.663,-0.772,,"pksmb,htru_pks",2004,R,,,,12.95,2330000,2480000000000,3e+32,3e+30,,0,,,,,28,1800
PSR J1947-1120,,sru+25,296.90833333,0.029,sru+25,-11.34083333,0.0019,sru+25,,,,,,,,,,,28.93356632,-17.54726366,0.002240104451,2e-12,sru+25,,,,446.4077555,4e-07,sru+25,,,,,,,,,,,50.85,0,sru+25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BT,59569.2915,0.0006,sru+25,10.264188,7e-06,sru+25,6.835,0.003,sru+25,,,,0.0004,0.0002,sru+25,,,,,,,,,,0.198332,0.232357,,,,,,,,,3.104,,3.104,-15.33,-0.936,1.432,5.91,"GRS:4FGL_J1947.6-1121[sru+25],XRS:[sru+25],OPT:""Gaia_DR3_4189956032809439488""[sru+25]",misc,2025,HE,sru+25,,,,,,,,,0,,,,,,1810
PSR J1824-1118,PSR B1821-11,cl86,276.123075,3.1e-05,hlk+04,-11.31183333,0.00014,hlk+04,,,,,,,,,,49480,19.80919177,0.74077305,0.435759033311,1.8e-11,hlk+04,3.55447e-15,1.4e-19,hlk+04,2.29484628787,9e-11,hlk+04,-1.8719e-14,7e-19,hlk+04,4e-27,1.3e-26,hlk+04,,,,49480,601.31,0.06,okp+21,,,,213,17,hml+06,15,pkj+21,51,pkj+21,0.0269,okp+21,,,,1.3,0.14,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.978,,5.978,7.77,0.077,2.026,2.876,,"jb2,htru_pks,pksmb",1986,R,,1,,46.46,1940000,1260000000000,1.7e+33,4.7e+31,,0,,,,,143,1800
PSR J1836-11,,ncb+15,279.025,0.12,ncb+15,-11.28333333,0.12,ncb+15,,,,,,,,,,56657,21.15291809,-1.76792265,0.4961931,1.1e-06,ncb+15,,,,2.015344,5e-06,ncb+15,,,,,,,,,,56657,326,8,ncb+15,,,,,,,25.7,ncb+15,55.1,ncb+15,,,,,,0.12,,ncb+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.066,,6.066,-10.06,-0.187,2.188,2.845,,htru_pks,2015,R,,,,4.42,,,,,,0,,,,,,1800
PSR J1818-1116,,hfs+04,274.61020833,0.00025,hfs+04,-11.27472222,0.0019,hfs+04,,,,,,,,,,52158,19.14440497,2.06768968,0.54479952470,5e-11,hfs+04,3.824e-15,6e-18,hfs+04,1.83553757789,1.6e-10,hfs+04,-1.2885e-14,1.7e-17,hfs+04,,,,,,,52158,422,7,hfs+04,,,,-1221,16,hmvd18,25,hfs+04,,,,,,,,0.5,0.06,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.004,,13.004,15.23,0.469,4.262,-3.777,,"pksmb,htru_pks",2004,R,,,,84.55,2260000,1460000000000,9.3e+32,5.5e+30,,0,,,,,84.7,1800
PSR J1823-1115,PSR B1820-11,cl86,275.91791667,0.00016,hlk+04,-11.25305556,0.0007,hlk+04,,,,,,,,,,49465,19.7669822,0.94608358,0.279828696565,5e-12,hlk+04,1.37862e-15,4e-20,hlk+04,3.57361490181,6e-11,hlk+04,-1.7606e-14,5e-19,hlk+04,-1.87e-25,8e-27,hlk+04,,,,49465,428.59,0.09,hlk+04,,,,-354,10,hml+06,26,hfs+04,,,0.005954,lkm+01,11,2,lylg95,3.2,0.3,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,BT,47260.5438,0.0004,hlk+04,357.76199,5e-05,hlk+04,200.672,0.0012,hlk+04,99.1719,0.0011,hlk+04,0.794608,7e-06,hlk+04,,,,,,,,,,0.646492,0.779239,,,,,,99.1719,0.0011,hlk+04,5.352,,5.352,7.08,0.088,1.81,3.464,,"jb2,htru_pks,pksmb",1986,R,,,315.08,91.66,3220000,629000000000,2.5e+33,8.7e+31,,0,,,,,269,1800
PSR J1819-1114,,eklk13,274.86991667,4.2e-05,eklk13,-11.24527778,0.00028,eklk13,,,,,,,,,,59400,19.2906785,1.85704081,0.294162741009,3e-12,kjk+24,5.64e-16,9e-19,kjk+24,3.39947879385,3e-11,kjk+24,-6.518e-15,1e-17,kjk+24,,,,,,,59400,309.7,0.2,okp+21,,,,-211,3,kjk+24,21,pkj+21,74,pkj+21,0.051,okp+21,,,,1.07,0.05,eklk13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.799,,5.799,10.04,0.188,1.915,3.029,,"pksmb,htru_pks,misc",2013,R,,,,35.98,8260000,412000000000,8.7e+32,2.6e+31,,0,,,,,152,1800
PSR J1911-1114,,llb+96,287.95534304,1.3e-07,dcl+16,-11.23957806,8.3e-07,dcl+16,-13.7,0.1,dds+23,-10.2,0.4,dds+23,0.37,0.14,,55000,25.13653357,-9.57923438,0.003625745633114,5e-15,dcl+16,1.395e-20,4e-23,dcl+16,275.8053380433,4e-10,dcl+16,-1.061e-15,4e-18,dcl+16,,,,,,,55000,30.96652,0.00013,xjx+25,-0.02,0.02,dcl+16,-28,0.5,sbm+22,0.18,stc99,0.45,stc99,,,15,,stc99,1,0.07,sbm+22,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,2.7165576619,7e-10,dcl+16,1.7628746,9e-07,dcl+16,121,0,dcl+16,1.6e-06,0,dcl+16,50455.6117845,1.3e-06,dcl+16,1.4e-06,1.1e-06,dcl+16,-8.4e-07,9.1e-07,dcl+16,0.119864,0.139646,,,,,,121,0,dcl+16,1.069,,1.069,-5.15,-0.178,0.448,7.546,XRS:[pb15],"pks70,gbncc",1996,R,,,17.14,1.14,4120000000,228000000,1.2e+34,1e+34,17.1,0.3,86.56,1.12e-20,5130000000,204000000,44800,1800
PSR J1845-1114,,lfl+06,281.44077428,3.9e-06,kjk+24,-11.2363256,1.7e-05,kjk+24,,,,,,,,,,59400,22.27595656,-3.85540946,0.2062210872139,3e-13,kjk+24,2.00552e-15,3e-20,kjk+24,4.849164619924,5e-12,kjk+24,-4.71586e-14,6e-19,kjk+24,,,,,,,59400,210.27,0.02,kjk+24,,,,-10.2,0.7,kjk+24,3.2,pkj+21,5.6,pkj+21,,,,,,0.52,,lfl+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05,,7.05,-14.14,-0.474,2.666,1.991,,"pksmb,htru_pks,misc",2006,R,,,,25.85,1630000,651000000000,9e+33,1.8e+32,,0,,,,,696,1800
PSR J1843-1113,,hfs+04,280.92191842,1.7e-08,sbf+24,-11.22530808,8e-08,sbf+24,-1.99,0.02,abb+23,-3,0.07,abb+23,0.8,0.3,,59150,22.05467281,-3.39676955,0.001845666323209590,1.8e-17,abb+23,9.5572e-21,1.1e-25,abb+23,541.809745036152,5e-12,abb+23,-2.80559e-15,3e-20,abb+23,,,,,,,55000,59.95797,0.00013,sbm+22,-0.0009,0.0003,abb+23,8.91,0.12,sbm+22,0.25,hfs+04,,,,,,,,0.1,0.02,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,1.707,-3.55,-0.077,0.487,7.297,GRS:4FGL_J1843.7-1114[aab+22],"pksmb,FermiBlind,htru_pks",2004,HE,,,,0.17,3060000000,134000000,6e+34,3.6e+34,3.6,0.06,22.19,9.48e-21,3080000000,134000000,200000,1810
PSR J1825-1108,,ncb+15,276.32625,0.00083,ncb+15,-11.14833333,0.0033,ncb+15,,,,,,,,,,56783,20.04688654,0.64099289,1.9258717727,8e-10,ncb+15,1.9e-15,6e-16,ncb+15,0.5192453694,3e-10,ncb+15,-5.1e-16,1.7e-16,ncb+15,,,,,,,56783,121,19,ncb+15,,,,,,,42.1,ncb+15,68.8,ncb+15,,,,,,0.13,,ncb+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,2.75,1.35,0.031,0.943,5.917,,htru_pks,2015,R,,,,0.98,16100000,1940000000000,1.1e+31,1.4e+30,,0,,,,,2.54,1800
PSR J1835-1106,,mld+96,278.82670833,0.00021,psj+19,-11.10447222,0.00025,psj+19,27,46,zhw+05,56,190,zhw+05,,,,55429,21.22246882,-1.51298011,0.16591763484,3e-11,psj+19,2.05892e-14,5e-19,psj+19,6.0270868794,1e-09,psj+19,-7.47918e-13,1.6e-17,psj+19,,,,,,,55429,132.679,0.003,dsb+98,,,,44.86,0.1,kjk+24,3.9,pkj+21,8.4,pkj+21,4.9e-05,kmn+15,30,,mld+96,2.5,0.2,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,3.16,-3.5,-0.083,1.143,5.555,,"pks70,htru_pks,misc,pksmb",1996,R,,1,299.57,24.96,128000,1870000000000,1.8e+35,1.8e+34,62,170,931.38,2.06e-14,128000,1870000000000,3840,1800
PSR J1828-1101,,mhl+02,277.07836191,0.0001,kjk+24,-11.03078611,0.00013,psj+19,,,,,,,,,,55356,20.49473348,0.04265878,0.0720616935775,5e-13,kjk+24,1.479931e-14,1.1e-19,kjk+24,13.87699831012,9e-11,kjk+24,-2.84992e-12,2e-17,psj+19,-1.6e-23,3e-24,mhl+02,,,,59400,605.4,0.08,kjk+24,,,,66.4,0.5,kjk+24,7.5,pkj+21,49,mhl+02,,,,,,2.3,0.2,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,,4.77,0.45,0.004,1.67,4.032,GRS:4FGL_J1828.4-1059[aab+22],"pksmb,FermiAssoc,htru_pks,misc",2002,HE,aab+22,,,52.33,77100,1050000000000,1.6e+36,6.9e+34,,0,,,,,26200,1810
PSR J1830-1059,PSR B1828-11,cjlm87,277.69778669,0.00025,kjk+24,-10.9907,0.00023,psj+19,,,,,,,,,,55372,20.81225292,-0.47741918,0.405093982953,7e-12,kjk+24,5.99299e-14,1.7e-18,kjk+24,2.46856295596,4e-11,kjk+24,-3.65201e-13,1e-17,psj+19,1.67e-24,1.9e-25,psj+19,,,,59400,159.699,0.006,kjk+24,,,,44.72,0.11,kjk+24,3.2,pkj+21,9.5,pkj+21,0.0006508,ldk+13,2.1,,lylg95,1.5,0.1,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.146,,3.146,-1.33,-0.026,1.118,5.559,,"jb2,htru_pks,misc,pksmb",1987,R,,1,20.78,14.85,107000,4990000000000,3.6e+34,3.6e+33,,0,,,,,703,1800
PSR J1828-1057,,hfs+04,277.1385,0.00042,psj+19,-10.95747222,0.00019,psj+19,,,,,,,,,,55334,20.58708229,0.02444667,0.246333257157,4e-12,psj+19,2.06988e-14,3e-19,psj+19,4.05954117419,6e-11,psj+19,-3.41114e-13,4e-18,psj+19,,,,,,,55334,249,2,pkj+13,,,,,,,15,pkj+21,,,,,,,,0.33,0.04,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.648,,3.648,0.11,0.002,1.283,5.085,,"pksmb,htru_pks",2004,R,,,,4.39,189000,2280000000000,5.5e+34,4.1e+33,,0,,,,,1430,1800
PSR J1833-1055,,mhl+02,278.49333333,0.00012,mhl+02,-10.92527778,0.00083,mhl+02,,,,,,,,,,51360,21.23098743,-1.13999253,0.63364029817,3e-11,mhl+02,5.27e-16,4e-18,mhl+02,1.57818245286,6e-11,mhl+02,-1.312e-15,9e-18,mhl+02,,,,,,,51360,543,4,mhl+02,,,,42,10,hmvd18,24.2,mhl+02,,,,,,,,0.5,0.1,mhl+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.698,,7.698,-10.8,-0.153,2.787,1.326,,"pksmb,htru_pks",2002,R,,,,29.63,19100000,585000000000,8.2e+31,1.4e+30,,0,,,,,21.5,1800
PSR J1714-1054,,jbo+09,258.66712984,1.3e-05,kjk+24,-10.90306428,5.6e-05,kjk+24,,,,,,,,,,59400,11.48731659,15.77653519,2.088836359593,1.4e-11,kjk+24,1.767e-16,1.4e-18,kjk+24,0.478735443017,3e-12,kjk+24,-4.05e-17,3e-19,kjk+24,,,,,,,59400,51.5,0.014,kjk+24,,,,8.6,1,kjk+24,7.5,pkj+21,82,pkj+21,,,,,,0.5,0.1,jk18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,0.215,14,0.058,0.041,8.297,,"pkssw,misc",2009,R,,,,0.02,187000000,615000000000,7.7e+29,1.7e+31,,0,,,,,0.632,1800
PSR J1918-1052,,lbr+13,289.70102917,5.4e-05,lbr+13,-10.87955,0.00018,lbr+13,,,,,,,,,,55026,26.22621762,-10.96317222,0.798692542358,1.5e-11,lbr+13,8.653e-16,1.5e-18,lbr+13,1.25204624679,3e-11,lbr+13,-1.356e-15,3e-18,lbr+13,,,,,,,55026,62.7,0.8,lbr+13,,,,-48,6,lbr+13,13,pkj+21,20,mss+20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.966,,2.966,-11.92,-0.564,1.287,5.888,,"gbt350,gbncc",2013,R,,,,,14600000,841000000000,6.7e+31,7.6e+30,,0,,,,,15.5,1800
PSR J1811-1049,,kek+13,272.821125,0.00033,kek+13,-10.8175,0.0011,kek+13,,,,,,,,,,55983.5,18.7115663,3.82993333,2.6238585620,3e-10,kek+13,8e-16,2e-16,kek+13,0.38111810388,5e-11,kek+13,-1.2e-16,3e-17,kek+13,,,,,,,55983.5,253.3,0,kek+13,,,,,,,,,,,,,,,,0.3,,kek+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.666,,8.666,16.92,0.579,2.774,0.31,,"pksmb,htru_pks",2013,R,,,,22.53,52000000,1470000000000,1.7e+30,2.3e+28,,0,,,,,0.761,1800
PSR J1838-1046,,mhl+02,279.61033333,0.00017,mhl+02,-10.7825,0.0011,mhl+02,,,,,,,,,,51493,21.86176237,-2.04898663,1.21835359632,8e-11,mhl+02,3.08e-15,1.8e-17,mhl+02,0.82077978267,5e-11,mhl+02,-2.075e-15,1.2e-17,mhl+02,,,,,,,51493.00001,209.3,0.3,mss+20,,,,299,15,hmvd18,16.6,mhl+02,34,mhl+02,,,,,,0.5,0.1,mhl+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.135,,4.135,-7.48,-0.148,1.539,4.665,,"pksmb,gbncc,htru_pks",2002,R,,,,8.55,6270000,1960000000000,6.7e+31,3.9e+30,,0,,,,,10.2,1800
PSR J1830-10,,ncb+15,277.525,0.12,ncb+15,-10.65,0.12,ncb+15,,,,,,,,,,56657,21.03560387,-0.16920575,0.245260,3e-06,ncb+15,,,,4.07731,5e-05,ncb+15,,,,,,,,,,56657,203,2,ncb+15,,,,,,,5.36,ncb+15,12.7,ncb+15,,,,,,0.1,,ncb+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,,3.42,-0.6,-0.01,1.228,5.308,,htru_pks,2015,R,,,,1.17,,,,,,0,,,,,,1800
PSR J1902-1036,,bbb+12,285.6766625,4.2e-05,bsb+19,-10.60361111,0.00019,bsb+19,,,,,,,,,,56916,24.71643749,-7.29063061,0.786813538431,8e-12,bsb+19,7.53681e-15,1.9e-19,bsb+19,1.270949152698,1.3e-11,bsb+19,-1.21743e-14,4e-19,bsb+19,,,,,,,56916,96.3,0.2,mss+20,,,,,,,11,pkj+21,19,pkj+21,,,,,,0.13,0.07,bsb+19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.073,,4.073,-12.22,-0.517,1.689,4.83,,"htru_pks,gbncc",2012,R,,,,2.16,1650000,2460000000000,6.1e+32,3.7e+31,,0,,,,,47.4,1800
PSR J1833-1034,,gmga05,278.389875,8.3e-05,crg+06,-10.56875,8.3e-05,crg+06,,,,,,,,,,54575,21.50060065,-0.88548319,0.06188365001063,1.2e-13,rgl12,2.02014996e-13,4e-21,rgl12,16.15935711336,3e-11,rgl12,-5.275113e-11,1e-18,rgl12,3.197e-22,1e-25,rgl12,,,,54575,169.5,0.1,crg+06,,,,60,4,sjk+21,2.3,pkj+21,,,,,,,,0.071,,crg+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,3.355,-2.62,-0.063,1.503,4.686,"GRS:4FGL_J1833.5-1033[aab+22],SNR:G21.5-0.9[gmga05]",misc,2005,HE,,4,,1.19,4850,3580000000000,3.4e+37,2e+36,,0,,,,,142000,1810
PSR J0036-1033,,sbs+21,9.06254167,0.00017,sbs+21,-10.55394444,0.00025,sbs+21,,,,,,,,,,58774,110.03330618,-73.04422016,0.900009289,3e-09,sbs+21,2.131e-16,3e-19,sbs+21,1.111099643,4e-09,sbs+21,-2.631e-16,4e-19,sbs+21,,,,,,,58774,23.1,0.2,sbs+21,,,,-8.1,0.7,sbs+21,15,sbs+21,,,,,1,,sbs+21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25,-22.1,-23.913,6.85,10.998,,mwa_smart,2021,R,,,625,,66900000,443000000000,1.2e+31,1.8e+28,,0,,,,,5.7,1800
PSR J1747-1030,,bbb+12,266.99295833,0.00025,bbb+12,-10.50138889,0.0011,bbb+12,,,,,,,,,,55509,16.17442716,8.98277175,1.5787928888,2e-10,bbb+12,4.3e-16,2e-17,bbb+12,0.63339530289,9e-11,bbb+12,-1.73e-16,9e-18,bbb+12,,,,,,,55509,128,7,bbb+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.511,,2.511,19.99,0.392,0.691,6.118,,htru_pks,2012,R,,,,,58200000,834000000000,4.3e+30,6.8e+29,,0,,,,,1.99,1800
PSR J1759-1029,,bbb+12,269.89291667,0.00017,bbb+12,-10.49916667,0.00083,bbb+12,,,,,,,,,,55348,17.59595606,6.50352364,2.5122628118,5e-10,bbb+12,1.574e-14,2e-17,bbb+12,0.39804752723,8e-11,bbb+12,-2.494e-15,4e-18,bbb+12,,,,,,,55348,115.4,0.6,mss+20,,,,,,,185,mss+20,330,mss+20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.519,,2.519,13.07,0.285,0.757,6.114,,"htru_pks,gbncc",2012,R,,,,,2530000,6360000000000,3.9e+31,6.2e+30,,0,,,,,3.76,1800
PSR J1257-1027,PSR B1254-10,dtws85,194.26984375,8.3e-07,dgb+19,-10.45154194,5.6e-07,dgb+19,-7.15,0.12,dgb+19,12.08,0.11,dgb+19,0.13,0.08,,56000,305.20521197,52.39530398,0.61730798238427,1.6e-13,kjk+24,3.62701e-16,7e-21,kjk+24,1.6199369334860,4e-13,kjk+24,-9.51798e-16,1.6e-20,hlk+04,5e-28,3.3e-28,hlk+04,,,,59400,29.634,0.009,hlk+04,,,,0.19,0.11,kjk+24,6.6,pkj+21,32,pkj+21,,,12,1,lylg95,1.2,0.3,lylg95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25,23.48,19.806,-12.465,-0.295,,"gb2,misc,pks70",1985,R,,1,7500,750,27000000,479000000000,6.1e+31,9.7e+28,14.04,0.12,1663.77,3.55e-16,27500000,474000000000,19.1,1800
PSR J1857-1027,,ebvb01,284.36020833,0.00021,ebvb01,-10.45027778,0.00056,ebvb01,,,,,,,,,,51650,24.27450144,-6.06341708,3.6872190477,3e-10,ebvb01,1.055e-14,6e-17,ebvb01,0.27120710407,3e-11,ebvb01,-7.76e-16,5e-18,ebvb01,,,,,,,51650,108.9,0.7,ebvb01,,,,,,,117,mss+20,258,mss+20,,,,,,2.032,0.017,xwh+19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.046,,4.046,-11.5,-0.427,1.654,4.832,,"pkssw,gbncc,htru_pks",2001,R,,,,33.26,5540000,6310000000000,8.3e+30,5.1e+29,,0,,,,,1.18,1800
PSR J2256-1024,,hrm+11,344.23497058,2.9e-07,csm+20,-10.40955139,8.3e-07,csm+20,3.2,1.1,csm+20,-9,3,csm+20,0.48,0.15,,55549,59.23057191,-58.29256811,0.00229453181696499,3e-17,csm+20,1.13535e-20,1e-24,csm+20,435.818755096939,4e-12,csm+20,-2.15646e-15,1.8e-19,csm+20,,,,,,,55549,13.77602,3e-06,csm+20,,,,15.04,0.05,csm+20,0.2,mss+20,0.38,mss+20,,,13,,csm+20,0.73,,csm+20,,,,,,,,,,,,,,,,,,,,,,,,,BTX,55548.92435263,1.1e-07,csm+20,0.2128826305,7e-11,csm+20,0.08296575,5e-08,csm+20,,,,,,,,,,,,,,,,0.029529,0.034174,,,,,,,,,2.083,,1.329,-11.72,-1.772,0.941,7.94,"GRS:4FGL_J2256.8-1024[aab+22],OPT:[bvr+13]","FermiAssoc,gbncc",2011,HE,,,56.42,3.17,3200000000,163000000,3.7e+34,8.5e+33,10,3,94.34,1.03e-20,3530000000,156000000,127000,1810
PSR J1832-1021,PSR B1829-10,cl86,278.170275,8.3e-06,hlk+04,-10.35910556,4e-05,hlk+04,,,,,,,,,,49459,21.58698292,-0.59717154,0.330354089443,5e-12,hlk+04,4.20203e-15,5e-20,hlk+04,3.02705500539,4e-11,hlk+04,-3.85035e-14,4e-19,hlk+04,2e-25,7e-27,hlk+04,,,,49459,474.14,0.03,okp+21,,,,104,6,hmvd18,8.1,pkj+21,24,pkj+21,0.01249,okp+21,3.4,0.5,lylg95,1.9,0.4,jk18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,,4.69,-4.94,-0.049,1.725,4.139,,"jb2,htru_pks,pks70,pksmb",1986,R,,,74.79,41.79,1250000,1190000000000,4.6e+33,2.1e+32,,0,,,,,310,1800
